Employee ID,Age,Gender,Years at Company,Job Role,Monthly Income,Work-Life Balance,Job Satisfaction,Performance Rating,Number of Promotions,Overtime,Distance from Home,Education Level,Marital Status,Number of Dependents,Job Level,Company Size,Company Tenure,Remote Work,Leadership Opportunities,Innovation Opportunities,Company Reputation,Employee Recognition
11869,57,Female,48,Healthcare,7424,Good,Medium,Average,0,Yes,78,Bachelor’s Degree,Married,1,Mid,Medium,108,No,No,No,Good,Low
72282,57,Female,22,Healthcare,8050,Excellent,High,Low,0,No,72,High School,Single,3,Mid,Small,85,No,No,No,Good,Low
55855,50,Female,8,Technology,7180,Good,Low,High,2,Yes,16,Bachelor’s Degree,Single,1,Entry,Small,43,No,No,No,Excellent,Medium
65650,53,Male,1,Finance,9177,Good,Medium,Average,2,Yes,86,High School,Divorced,0,Mid,Medium,46,No,No,No,Good,High
849,28,Male,19,Education,3272,Good,High,High,0,No,91,Associate Degree,Married,4,Mid,Large,64,No,No,No,Good,Low
20849,37,Female,23,Education,5334,Fair,High,Below Average,2,Yes,96,Bachelor’s Degree,Divorced,1,Mid,Small,59,No,No,No,Good,Medium
39273,45,Female,11,Education,5096,Excellent,High,Average,1,No,82,Associate Degree,Married,1,Mid,Small,89,No,No,No,Good,High
27702,34,Female,17,Media,6312,Good,High,Average,1,No,69,Associate Degree,Single,0,Mid,Large,95,No,No,No,Excellent,Low
70904,21,Female,3,Healthcare,8447,Fair,High,High,2,No,53,Bachelor’s Degree,Married,4,Entry,Small,53,No,No,No,Poor,Medium
46703,59,Female,28,Healthcare,6665,Excellent,Low,High,1,No,29,Bachelor’s Degree,Divorced,0,Mid,Small,41,No,No,Yes,Good,High
29782,35,Female,23,Technology,9311,Excellent,High,Below Average,0,Yes,51,Master’s Degree,Single,0,Mid,Large,82,No,No,Yes,Fair,Medium
43997,27,Female,10,Healthcare,8876,Good,High,Average,3,No,74,Bachelor’s Degree,Married,0,Entry,Medium,34,No,No,No,Good,Low
74364,36,Male,23,Media,5928,Poor,High,Below Average,0,No,54,Master’s Degree,Married,0,Mid,Small,84,No,No,No,Poor,Low
25235,47,Female,10,Technology,9408,Fair,Medium,Average,1,No,39,Bachelor’s Degree,Married,5,Mid,Medium,81,No,No,No,Good,High
12910,58,Female,48,Education,4339,Fair,High,Average,0,No,50,Bachelor’s Degree,Single,4,Senior,Large,112,Yes,No,No,Good,Medium
18714,27,Female,1,Education,4415,Poor,Low,High,1,No,66,Bachelor’s Degree,Divorced,1,Mid,Small,59,No,No,No,Fair,High
27905,38,Male,6,Healthcare,7288,Excellent,High,Average,2,No,31,High School,Married,1,Entry,Large,39,No,No,Yes,Poor,Low
3834,33,Male,21,Media,5670,Excellent,Very High,Average,0,Yes,31,Bachelor’s Degree,Married,0,Senior,Small,59,No,No,No,Fair,Medium
3698,59,Male,36,Education,4206,Good,High,Low,0,Yes,25,Bachelor’s Degree,Married,3,Senior,Medium,72,No,No,No,Fair,Low
73366,41,Female,24,Healthcare,8334,Fair,Medium,High,1,Yes,51,Associate Degree,Married,4,Entry,Small,102,No,No,No,Fair,Low
59042,38,Female,14,Education,5543,Excellent,Very High,Below Average,0,No,98,Associate Degree,Single,3,Senior,Medium,50,No,No,No,Excellent,Low
44097,20,Male,12,Media,5744,Excellent,High,Below Average,0,No,66,Bachelor’s Degree,Married,1,Mid,Small,77,Yes,No,Yes,Fair,High
2827,51,Male,30,Education,3445,Good,Medium,Average,0,No,14,Bachelor’s Degree,Married,0,Entry,Small,75,No,No,No,Good,Low
52505,46,Male,9,Education,5224,Poor,High,Average,0,No,4,High School,Single,1,Entry,Small,17,Yes,Yes,Yes,Good,Medium
2528,57,Male,45,Education,4694,Excellent,High,Average,0,No,84,Associate Degree,Single,4,Mid,Medium,50,No,No,No,Fair,High
42440,52,Female,5,Technology,10159,Good,Medium,Average,0,No,79,Associate Degree,Divorced,3,Mid,Small,20,Yes,No,No,Good,High
61906,57,Male,43,Technology,9129,Good,High,Low,1,No,3,Master’s Degree,Married,3,Senior,Small,105,No,No,No,Poor,High
33092,40,Female,14,Finance,9416,Excellent,High,High,2,No,6,PhD,Married,3,Mid,Large,63,No,No,No,Poor,Medium
42255,41,Male,20,Technology,7141,Poor,High,Average,0,Yes,9,Bachelor’s Degree,Married,1,Mid,Large,49,Yes,No,No,Fair,Medium
31383,48,Female,39,Education,4541,Good,High,Average,0,No,30,Master’s Degree,Married,2,Mid,Medium,107,No,No,No,Poor,Low
8271,43,Female,17,Technology,10780,Excellent,High,Average,1,No,32,High School,Divorced,3,Mid,Large,44,Yes,No,Yes,Fair,Medium
36665,40,Female,19,Technology,6273,Poor,High,Average,0,No,33,High School,Married,3,Senior,Medium,23,Yes,No,No,Poor,High
28167,34,Male,3,Education,4261,Good,Very High,Below Average,1,Yes,5,High School,Single,4,Entry,Small,49,No,No,No,Fair,Low
3483,28,Male,10,Technology,11275,Poor,Very High,Low,0,No,30,Associate Degree,Married,0,Mid,Large,42,No,No,No,Fair,Low
8216,59,Male,20,Healthcare,8020,Excellent,Very High,Average,0,Yes,2,Bachelor’s Degree,Married,1,Mid,Medium,55,Yes,No,No,Excellent,Very High
14805,19,Female,11,Technology,10720,Excellent,Very High,Low,0,No,13,High School,Married,0,Senior,Small,47,No,No,No,Poor,High
53858,54,Male,44,Healthcare,8853,Good,High,Average,1,Yes,81,Bachelor’s Degree,Married,3,Senior,Medium,98,No,No,No,Poor,High
26167,27,Male,4,Technology,9216,Good,High,High,3,No,99,Master’s Degree,Married,1,Mid,Small,7,No,No,No,Good,Low
57966,18,Male,9,Education,3650,Good,Medium,Average,0,No,40,High School,Single,3,Mid,Medium,86,Yes,No,No,Fair,Medium
64911,31,Male,3,Finance,9255,Fair,High,High,2,Yes,14,Associate Degree,Married,3,Entry,Medium,19,No,No,No,Good,Low
9036,20,Female,12,Education,3815,Excellent,High,Below Average,0,No,9,Bachelor’s Degree,Single,2,Mid,Medium,88,Yes,No,No,Good,Low
43671,47,Female,37,Media,6194,Fair,High,Average,1,No,61,Associate Degree,Single,3,Mid,Small,94,Yes,No,No,Good,Medium
57825,38,Female,24,Education,3582,Good,High,High,0,No,56,Bachelor’s Degree,Divorced,1,Mid,Medium,99,No,Yes,No,Poor,High
22001,29,Female,9,Media,6269,Good,Very High,Average,0,No,71,High School,Single,3,Entry,Medium,58,No,No,No,Poor,Low
41476,43,Female,25,Healthcare,7491,Good,High,Average,3,No,43,Master’s Degree,Married,1,Mid,Small,29,No,No,No,Good,High
20424,50,Male,7,Education,5711,Good,Very High,High,2,Yes,2,Associate Degree,Married,6,Entry,Medium,56,No,No,No,Good,Medium
1537,44,Male,27,Healthcare,9113,Poor,Medium,Below Average,0,Yes,61,Associate Degree,Single,2,Entry,Medium,83,Yes,No,No,Good,Low
48855,46,Female,31,Finance,5904,Poor,High,Average,0,No,99,Bachelor’s Degree,Divorced,0,Entry,Medium,80,No,No,No,Good,Low
40489,42,Male,22,Media,5999,Good,High,Below Average,0,No,62,Master’s Degree,Married,0,Mid,Large,86,Yes,No,No,Fair,High
51831,35,Male,25,Finance,8507,Fair,Very High,High,0,No,12,Bachelor’s Degree,Divorced,1,Entry,Medium,29,No,No,Yes,Good,Medium
6986,49,Female,10,Healthcare,8256,Good,High,Average,2,Yes,66,Master’s Degree,Single,3,Mid,Medium,69,No,No,No,Good,Medium
44919,46,Male,7,Media,6524,Good,High,Average,1,Yes,71,Associate Degree,Married,1,Mid,Small,78,No,No,No,Good,Low
74073,29,Female,13,Finance,8196,Good,Very High,Average,3,No,3,Bachelor’s Degree,Married,0,Entry,Medium,39,Yes,No,No,Good,High
46843,41,Male,20,Education,4756,Good,High,Average,1,Yes,23,Master’s Degree,Married,0,Entry,Small,90,No,No,No,Good,Medium
69814,22,Male,8,Healthcare,9120,Fair,Medium,Average,1,Yes,66,High School,Divorced,4,Mid,Medium,41,No,No,Yes,Excellent,Medium
64976,42,Male,4,Healthcare,7133,Excellent,High,Below Average,3,Yes,43,Bachelor’s Degree,Married,2,Senior,Large,72,No,No,No,Fair,High
37840,44,Female,35,Media,5246,Good,High,Average,1,No,45,Associate Degree,Married,3,Entry,Small,47,No,No,No,Good,High
43235,19,Male,10,Media,5945,Fair,High,Average,0,No,46,Associate Degree,Married,0,Mid,Small,56,Yes,No,No,Excellent,Medium
14043,27,Female,17,Technology,7270,Good,Very High,High,0,No,17,High School,Single,1,Senior,Large,52,No,No,No,Good,Medium
11515,33,Male,19,Education,3842,Fair,High,Average,1,No,62,Master’s Degree,Married,3,Mid,Medium,32,No,No,No,Fair,High
25928,49,Female,18,Media,6123,Good,Medium,Average,1,No,98,Bachelor’s Degree,Married,0,Mid,Medium,53,No,No,No,Good,Medium
36817,19,Female,8,Technology,10115,Poor,Very High,Low,1,Yes,63,High School,Single,1,Mid,Small,11,No,No,No,Good,Low
17785,46,Male,13,Finance,6277,Good,High,Average,2,No,59,Bachelor’s Degree,Single,1,Entry,Small,71,No,No,No,Good,Low
34194,55,Male,20,Finance,10878,Excellent,High,Below Average,2,Yes,4,Bachelor’s Degree,Divorced,4,Mid,Medium,90,No,No,No,Fair,Low
53248,53,Female,6,Healthcare,9210,Good,High,Average,0,Yes,97,High School,Single,3,Mid,Small,69,No,No,No,Good,Medium
42860,59,Female,15,Healthcare,8625,Good,High,High,2,Yes,76,High School,Married,0,Entry,Medium,94,No,No,No,Excellent,High
2239,48,Female,21,Finance,6100,Fair,High,Low,2,No,85,Master’s Degree,Married,0,Senior,Medium,22,No,No,No,Poor,High
42173,37,Female,11,Technology,10312,Good,Medium,High,2,No,39,Bachelor’s Degree,Married,1,Entry,Large,58,No,No,Yes,Good,High
52848,49,Male,1,Education,3355,Fair,High,High,1,Yes,66,Bachelor’s Degree,Single,4,Entry,Medium,16,No,No,No,Good,High
27597,57,Male,12,Finance,9738,Good,Medium,Average,2,No,88,Bachelor’s Degree,Married,0,Mid,Small,54,Yes,No,No,Good,High
57795,45,Male,26,Technology,12282,Fair,High,Average,1,No,26,Associate Degree,Married,1,Entry,Medium,87,No,No,No,Fair,Medium
16913,27,Male,8,Healthcare,8621,Good,Very High,Below Average,0,Yes,84,High School,Single,1,Entry,Small,68,No,No,No,Good,Low
36375,20,Female,3,Technology,7646,Poor,High,Below Average,1,No,21,Bachelor’s Degree,Married,0,Mid,Medium,6,Yes,No,No,Fair,High
42276,42,Male,23,Finance,11832,Good,Very High,High,0,No,78,Master’s Degree,Married,0,Mid,Large,39,No,Yes,No,Poor,Low
53808,30,Male,17,Healthcare,8484,Good,High,Average,0,No,26,Bachelor’s Degree,Married,1,Entry,Small,26,No,No,No,Poor,Low
13470,47,Male,29,Finance,8188,Good,Low,Below Average,0,No,76,Bachelor’s Degree,Married,2,Mid,Small,73,No,No,No,Good,Medium
43973,42,Female,14,Finance,9916,Poor,High,Average,1,No,89,High School,Single,0,Senior,Small,73,No,No,No,Poor,High
6109,21,Female,13,Technology,9886,Good,Medium,Average,0,Yes,72,Master’s Degree,Single,0,Entry,Small,90,No,No,Yes,Good,Low
49869,21,Male,7,Education,4665,Fair,High,Average,0,No,9,Master’s Degree,Married,3,Mid,Small,62,No,No,No,Good,Low
8530,24,Female,7,Healthcare,6977,Good,Very High,Average,0,Yes,4,Bachelor’s Degree,Married,0,Mid,Medium,48,No,No,Yes,Good,Low
42281,28,Male,16,Media,5895,Good,Very High,High,0,No,11,PhD,Divorced,2,Entry,Small,47,No,No,No,Good,High
52062,34,Female,23,Healthcare,9413,Good,Very High,Average,4,Yes,31,Master’s Degree,Married,2,Entry,Large,58,No,No,No,Fair,Low
10138,19,Male,11,Technology,11239,Fair,Medium,Below Average,0,No,67,High School,Married,3,Senior,Medium,21,No,No,No,Good,High
6001,23,Male,1,Finance,11035,Good,High,Average,2,No,95,Associate Degree,Single,3,Entry,Medium,73,No,No,No,Poor,Medium
44952,40,Female,31,Education,3926,Excellent,High,High,2,Yes,36,Associate Degree,Married,0,Mid,Medium,38,No,No,No,Good,Low
26567,45,Female,10,Education,4360,Fair,Very High,Average,0,No,37,PhD,Single,3,Mid,Small,75,No,No,No,Good,Low
34400,49,Male,34,Technology,9265,Good,High,Below Average,2,No,22,High School,Single,2,Entry,Small,86,No,No,Yes,Good,Low
37742,59,Female,49,Technology,9787,Good,High,Average,0,No,94,Associate Degree,Single,1,Mid,Medium,71,No,No,No,Good,Low
42076,49,Male,5,Healthcare,9619,Good,High,Average,0,Yes,43,Associate Degree,Married,3,Mid,Medium,39,Yes,No,No,Good,Medium
58234,35,Male,9,Education,5141,Excellent,High,High,0,No,40,Bachelor’s Degree,Single,4,Entry,Medium,56,No,No,Yes,Poor,High
17733,56,Male,10,Technology,10589,Fair,Very High,Average,0,No,29,High School,Married,0,Senior,Medium,19,No,No,No,Fair,High
28100,52,Female,14,Education,5552,Good,Very High,Below Average,1,Yes,29,Bachelor’s Degree,Single,0,Entry,Large,92,No,No,No,Fair,High
61812,33,Male,23,Healthcare,8720,Fair,Medium,Below Average,0,No,3,Bachelor’s Degree,Divorced,0,Senior,Medium,88,Yes,No,No,Good,Low
33825,22,Male,4,Education,2678,Poor,High,High,1,Yes,72,High School,Divorced,4,Entry,Small,45,No,No,No,Good,High
74448,36,Female,6,Technology,8902,Good,Low,Average,0,Yes,64,Associate Degree,Married,2,Mid,Large,43,No,No,No,Excellent,Medium
1802,29,Female,16,Education,4132,Excellent,Low,High,0,Yes,90,Bachelor’s Degree,Single,0,Entry,Large,72,No,No,No,Good,Medium
58844,42,Female,9,Technology,7191,Excellent,Medium,Average,1,Yes,43,High School,Married,0,Entry,Medium,88,Yes,No,Yes,Good,Medium
40457,41,Male,3,Finance,7869,Poor,High,Below Average,0,Yes,2,Associate Degree,Married,1,Mid,Medium,71,No,No,No,Poor,Low
45132,52,Male,5,Healthcare,7252,Fair,High,Average,0,Yes,56,High School,Married,4,Senior,Medium,56,No,No,No,Fair,High
27097,40,Female,19,Finance,6438,Fair,Medium,Average,2,No,29,Associate Degree,Single,2,Entry,Large,48,No,No,No,Fair,Low
50414,32,Female,21,Media,6176,Fair,Very High,Average,0,No,84,Associate Degree,Single,1,Entry,Medium,73,No,No,No,Excellent,High
65226,32,Male,7,Technology,11702,Fair,Very High,High,2,No,97,High School,Single,4,Entry,Small,39,Yes,No,No,Good,Low
7118,30,Female,10,Media,5983,Excellent,Medium,Average,2,No,24,Associate Degree,Single,0,Senior,Large,23,No,Yes,No,Good,High
6400,45,Female,9,Healthcare,9111,Fair,Medium,Low,3,No,9,Master’s Degree,Married,4,Entry,Medium,56,Yes,No,No,Good,High
46193,32,Male,12,Healthcare,10479,Good,High,High,0,No,46,High School,Married,0,Mid,Large,78,No,No,No,Good,Low
1567,34,Male,5,Finance,11459,Excellent,High,Average,0,No,14,Bachelor’s Degree,Single,3,Mid,Medium,74,No,No,No,Poor,High
1142,51,Male,22,Media,5628,Fair,Medium,Below Average,0,Yes,1,High School,Divorced,0,Entry,Small,100,No,No,No,Excellent,Medium
20425,38,Female,26,Media,5606,Fair,Medium,Average,1,No,14,Master’s Degree,Married,0,Mid,Medium,74,No,Yes,No,Good,High
64063,45,Female,36,Technology,9975,Good,Very High,Average,1,No,43,Bachelor’s Degree,Single,3,Mid,Medium,53,No,No,No,Good,Very High
23975,18,Female,1,Healthcare,6609,Fair,Very High,Below Average,2,No,40,Associate Degree,Married,1,Entry,Medium,47,Yes,No,Yes,Good,Medium
30441,25,Male,11,Education,3712,Fair,Very High,Average,1,Yes,7,Associate Degree,Married,2,Mid,Small,64,Yes,No,No,Poor,Low
12545,39,Female,13,Technology,8715,Good,Low,Average,0,No,91,Bachelor’s Degree,Married,1,Entry,Small,68,No,No,No,Fair,High
50153,22,Male,12,Healthcare,8077,Good,High,High,1,Yes,67,High School,Married,4,Entry,Small,56,No,No,No,Good,Medium
26816,28,Female,14,Finance,7540,Fair,Very High,Average,0,No,18,High School,Married,5,Entry,Medium,82,No,No,No,Good,Medium
41364,53,Male,27,Healthcare,7877,Good,High,Average,3,No,91,High School,Married,3,Entry,Medium,91,Yes,No,No,Fair,Medium
44020,38,Male,6,Healthcare,8295,Good,Very High,Below Average,2,No,41,Bachelor’s Degree,Married,5,Entry,Medium,75,No,No,No,Poor,High
38748,28,Male,3,Healthcare,7319,Excellent,High,Average,2,No,14,Bachelor’s Degree,Married,2,Senior,Small,20,No,No,No,Poor,Low
65309,55,Male,46,Technology,5552,Excellent,High,High,1,No,73,Master’s Degree,Married,1,Entry,Small,118,No,No,No,Poor,Medium
44833,36,Male,27,Technology,8552,Good,Medium,Below Average,0,Yes,8,Bachelor’s Degree,Single,1,Entry,Medium,84,Yes,Yes,No,Good,Low
41802,58,Male,24,Finance,7889,Good,High,Average,0,No,23,Bachelor’s Degree,Married,3,Entry,Medium,37,No,No,No,Excellent,High
52322,39,Male,29,Media,5599,Excellent,High,Average,2,No,42,High School,Married,2,Mid,Small,64,No,No,No,Excellent,Low
54909,42,Male,29,Finance,9397,Good,Very High,Average,0,Yes,64,Master’s Degree,Divorced,2,Mid,Medium,75,No,No,No,Good,Low
73663,56,Male,48,Finance,6568,Fair,Very High,Average,0,No,38,Associate Degree,Married,1,Senior,Small,74,No,No,No,Good,Medium
16695,32,Female,17,Healthcare,8800,Poor,High,Average,2,No,8,High School,Single,2,Entry,Large,84,No,No,No,Good,Low
59512,59,Male,38,Healthcare,5101,Excellent,Low,High,0,Yes,72,Bachelor’s Degree,Single,2,Mid,Medium,92,No,No,No,Good,Low
50042,37,Female,17,Technology,10038,Fair,Medium,Average,2,No,40,Associate Degree,Married,0,Senior,Small,40,No,No,No,Excellent,Low
60619,57,Male,6,Technology,8118,Poor,High,Average,2,No,76,High School,Married,1,Mid,Small,82,Yes,No,Yes,Good,Low
11541,33,Female,10,Media,6516,Poor,High,Average,0,Yes,78,Bachelor’s Degree,Married,1,Mid,Medium,48,Yes,No,No,Fair,Medium
7555,29,Male,13,Education,4012,Fair,Very High,Below Average,0,Yes,87,Bachelor’s Degree,Married,2,Entry,Small,40,No,No,No,Fair,Low
12519,18,Male,5,Healthcare,10248,Good,High,Low,1,No,48,PhD,Single,0,Mid,Small,9,No,No,No,Good,High
7442,53,Female,22,Education,4479,Poor,Very High,Average,0,No,41,High School,Married,0,Senior,Medium,55,No,Yes,No,Good,Low
6725,59,Female,12,Healthcare,7310,Good,Medium,Below Average,0,No,14,Bachelor’s Degree,Single,0,Mid,Medium,23,No,No,No,Good,Low
51511,56,Male,1,Finance,8255,Poor,Low,High,0,No,49,Associate Degree,Married,2,Entry,Medium,61,No,No,No,Excellent,Medium
21734,18,Female,7,Finance,7551,Poor,Very High,Average,1,Yes,2,Master’s Degree,Single,3,Mid,Medium,28,No,No,No,Good,Low
3827,53,Female,6,Media,5391,Fair,Medium,Average,0,No,90,Associate Degree,Married,2,Senior,Medium,49,No,No,No,Poor,High
43406,53,Male,1,Education,4836,Excellent,High,Average,0,No,27,Bachelor’s Degree,Married,0,Mid,Medium,16,Yes,No,No,Poor,Very High
35265,32,Male,17,Education,3940,Excellent,Very High,Average,0,No,63,Associate Degree,Single,4,Mid,Small,26,No,No,No,Fair,Medium
7802,57,Male,31,Technology,9638,Good,Very High,Average,0,Yes,31,Bachelor’s Degree,Married,2,Mid,Large,102,No,No,No,Good,Very High
51443,58,Female,26,Media,7350,Good,High,Average,0,No,54,Bachelor’s Degree,Divorced,0,Mid,Medium,46,Yes,No,Yes,Fair,Low
24197,20,Male,5,Finance,7963,Excellent,Very High,Average,0,No,60,Master’s Degree,Married,0,Entry,Large,68,No,No,Yes,Poor,Low
22965,42,Female,31,Education,3922,Good,Very High,High,0,Yes,69,Associate Degree,Single,0,Mid,Large,49,No,No,No,Good,Low
10119,48,Male,27,Healthcare,10586,Fair,Medium,Below Average,1,Yes,88,Bachelor’s Degree,Married,0,Entry,Small,63,No,No,No,Good,Low
69416,31,Male,15,Healthcare,8660,Fair,Medium,High,0,No,32,Bachelor’s Degree,Married,0,Mid,Medium,54,No,No,No,Poor,Medium
18730,29,Female,15,Technology,10331,Fair,High,Low,0,Yes,88,Master’s Degree,Married,2,Entry,Small,34,No,No,No,Good,High
8198,50,Male,41,Media,5817,Good,Medium,High,0,No,24,Bachelor’s Degree,Married,0,Mid,Medium,75,No,No,No,Poor,Very High
18279,42,Male,8,Technology,9338,Fair,High,Average,0,No,76,PhD,Married,1,Mid,Small,68,Yes,No,No,Fair,High
18296,51,Female,39,Healthcare,7763,Good,Very High,Average,0,Yes,11,High School,Married,0,Mid,Small,112,No,No,Yes,Good,Low
35393,58,Male,36,Healthcare,9729,Fair,High,Average,1,No,68,High School,Single,4,Mid,Small,63,No,No,No,Excellent,High
57862,22,Female,11,Healthcare,8667,Poor,High,High,0,No,52,Associate Degree,Married,2,Senior,Small,57,Yes,No,No,Poor,Medium
69884,57,Male,46,Finance,12991,Poor,High,Average,1,No,59,Bachelor’s Degree,Single,3,Entry,Medium,102,No,No,No,Poor,Low
70110,38,Female,6,Technology,6506,Good,Medium,High,2,Yes,24,High School,Married,3,Senior,Medium,62,No,No,No,Good,Low
54618,32,Female,19,Finance,8451,Good,High,High,1,No,35,High School,Single,0,Entry,Medium,53,No,No,No,Good,High
21202,45,Female,32,Healthcare,7870,Good,High,Average,2,Yes,4,Bachelor’s Degree,Single,0,Entry,Large,107,Yes,No,Yes,Poor,High
36461,43,Male,12,Technology,11153,Good,High,High,1,Yes,19,High School,Single,3,Mid,Medium,64,No,No,No,Good,Medium
20037,22,Female,10,Technology,8573,Good,High,High,1,No,24,Associate Degree,Married,0,Mid,Small,85,No,No,No,Good,Medium
30317,43,Male,5,Healthcare,8351,Good,Medium,High,2,Yes,31,Bachelor’s Degree,Single,1,Mid,Medium,71,No,No,No,Good,Medium
59338,53,Male,35,Education,3613,Excellent,Medium,Average,0,Yes,62,High School,Married,5,Senior,Medium,77,No,No,No,Good,Low
43079,45,Male,25,Technology,9408,Good,Medium,Average,2,No,44,PhD,Married,1,Mid,Small,40,No,No,No,Fair,Medium
16461,58,Female,33,Education,4761,Excellent,High,Average,0,No,30,Master’s Degree,Married,3,Entry,Medium,39,No,No,Yes,Fair,Medium
53524,30,Male,2,Healthcare,8809,Fair,Very High,Below Average,1,Yes,49,Associate Degree,Married,0,Entry,Medium,42,No,No,No,Excellent,Low
11294,43,Male,25,Finance,8773,Fair,High,Average,0,No,33,Master’s Degree,Married,4,Mid,Small,72,No,No,No,Excellent,Medium
56201,37,Male,23,Healthcare,7678,Fair,Medium,Average,1,Yes,65,Bachelor’s Degree,Married,0,Mid,Medium,25,Yes,No,No,Good,High
40983,59,Male,27,Technology,8238,Good,High,Average,0,No,11,High School,Married,4,Mid,Medium,82,No,No,No,Poor,High
60494,53,Male,31,Healthcare,8069,Fair,Medium,Below Average,0,No,18,Bachelor’s Degree,Divorced,2,Mid,Large,75,No,Yes,Yes,Good,Low
14792,35,Female,8,Finance,9971,Fair,High,Average,1,Yes,92,High School,Divorced,4,Mid,Medium,58,No,No,No,Poor,Low
52726,39,Female,8,Media,5323,Fair,High,Average,0,No,98,High School,Married,5,Entry,Large,31,No,No,No,Poor,Medium
14118,51,Female,27,Healthcare,7837,Excellent,High,High,0,No,53,Bachelor’s Degree,Single,2,Mid,Medium,92,No,No,Yes,Poor,Low
8659,28,Female,5,Healthcare,9223,Fair,Low,Below Average,0,No,32,PhD,Married,1,Mid,Small,10,Yes,No,Yes,Good,Medium
70157,34,Female,12,Education,6027,Fair,Very High,Below Average,0,No,61,Bachelor’s Degree,Divorced,0,Mid,Medium,63,No,No,No,Excellent,Low
31777,39,Male,1,Media,5498,Excellent,Low,Average,2,Yes,89,PhD,Divorced,1,Entry,Medium,14,Yes,No,No,Good,Medium
56501,53,Male,28,Technology,8793,Poor,High,Average,2,No,48,Master’s Degree,Married,0,Mid,Medium,49,No,Yes,Yes,Good,Low
2624,52,Male,9,Media,6027,Good,Medium,Low,0,No,73,High School,Married,2,Mid,Small,48,No,No,No,Good,Low
3187,54,Female,26,Technology,8713,Excellent,High,Below Average,0,No,75,Associate Degree,Married,1,Entry,Medium,68,No,No,Yes,Good,High
58623,59,Male,25,Healthcare,6104,Excellent,Very High,Average,2,Yes,69,Master’s Degree,Married,0,Entry,Small,95,No,No,No,Good,Low
47983,33,Male,21,Education,4469,Good,High,High,0,No,37,Master’s Degree,Married,0,Mid,Medium,85,No,No,No,Poor,Very High
647,22,Male,3,Education,5399,Excellent,Medium,Average,2,No,20,Master’s Degree,Married,5,Mid,Small,47,No,No,Yes,Fair,Low
5084,23,Male,2,Healthcare,7194,Fair,High,Average,0,No,66,Associate Degree,Married,2,Entry,Medium,65,No,No,No,Poor,Medium
6258,34,Female,15,Technology,7957,Good,High,Average,0,Yes,30,Master’s Degree,Married,2,Mid,Small,33,No,No,No,Poor,Low
3956,30,Male,6,Education,4077,Poor,High,High,1,No,3,Bachelor’s Degree,Single,0,Senior,Medium,44,No,No,No,Excellent,Medium
2127,47,Male,31,Healthcare,9049,Excellent,High,High,0,Yes,8,Master’s Degree,Single,0,Entry,Small,88,No,No,No,Poor,High
63212,28,Female,2,Technology,5803,Excellent,Very High,Average,0,No,97,Associate Degree,Single,1,Entry,Medium,76,No,No,No,Poor,Medium
56354,31,Male,10,Education,5598,Fair,Medium,High,0,No,71,Associate Degree,Single,0,Mid,Small,15,No,No,No,Poor,High
23337,27,Female,7,Healthcare,8042,Excellent,Very High,High,2,No,55,Bachelor’s Degree,Single,1,Senior,Small,76,No,No,No,Poor,Medium
71179,22,Female,5,Healthcare,8453,Fair,Low,Average,2,Yes,67,PhD,Single,0,Entry,Medium,54,No,No,Yes,Good,Medium
29745,47,Male,1,Education,5699,Good,High,Average,1,Yes,25,Master’s Degree,Married,1,Entry,Medium,15,No,No,Yes,Good,Medium
9599,45,Female,30,Healthcare,6946,Excellent,High,High,0,No,62,PhD,Single,3,Entry,Medium,79,No,No,No,Excellent,High
8086,51,Female,3,Healthcare,8567,Excellent,Medium,Average,0,Yes,17,High School,Single,3,Entry,Small,26,No,No,No,Excellent,High
54038,28,Female,4,Healthcare,7598,Poor,Medium,Below Average,0,No,15,Master’s Degree,Single,0,Entry,Small,58,No,No,No,Excellent,Medium
24294,50,Male,19,Education,4216,Poor,Low,Below Average,2,No,34,PhD,Married,0,Entry,Medium,40,No,No,No,Poor,Medium
59169,34,Female,23,Education,4066,Fair,High,Average,0,Yes,43,Master’s Degree,Single,3,Mid,Medium,81,Yes,No,No,Fair,Low
47500,28,Female,10,Healthcare,7189,Good,High,High,2,Yes,10,Master’s Degree,Divorced,2,Senior,Small,32,No,No,No,Fair,High
8876,56,Male,1,Healthcare,7726,Good,High,Average,0,No,49,High School,Single,1,Mid,Large,27,Yes,No,No,Good,Medium
53709,19,Female,8,Technology,8484,Fair,Low,High,1,Yes,71,Master’s Degree,Single,3,Entry,Medium,18,No,No,No,Good,Low
26442,39,Male,11,Technology,7917,Good,High,Average,0,Yes,17,Bachelor’s Degree,Divorced,2,Mid,Small,88,Yes,No,Yes,Good,High
46359,59,Male,14,Media,4894,Fair,High,Average,0,Yes,10,Associate Degree,Married,0,Entry,Large,59,No,No,No,Excellent,Medium
19236,27,Male,13,Finance,9198,Fair,High,Below Average,2,No,15,Bachelor’s Degree,Married,0,Senior,Small,40,No,No,No,Fair,Very High
59399,33,Male,6,Healthcare,7764,Fair,High,High,2,No,94,Bachelor’s Degree,Single,0,Entry,Medium,82,No,No,No,Good,Medium
67304,24,Female,2,Technology,9874,Poor,High,Average,0,No,77,Associate Degree,Married,5,Entry,Small,35,No,No,No,Good,Medium
42523,28,Male,7,Healthcare,6545,Good,High,Average,2,Yes,72,Associate Degree,Married,1,Mid,Small,58,No,No,No,Good,High
